,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,ZipCode,Latitude,Longitude,Address,City,State,energy_grad,full_address
617,859,2015,NonResidential,Store,GEORGETOWN CENTER BLDG. 1 & BLDG. 3 - BLDG B,2,GREATER DUWAMISH,1958,1.0,1.0,74178,0,74178,RETAIL STORE,Retail Store,74178.0,54.0,70.5,76.1,167.4,173.2,5229981.0,5645325.0,0.0,970881.0,3312782.0,19173.0,1917336.0,124.92,1.49,No,Compliant,18388.0,47.54862,-122.3227103,800 S MICHIGAN ST,SEATTLE,WA,B,"800 S MICHIGAN ST,SEATTLE,WA"
2231,859,2016,NonResidential,Store,Georgetown Center Bldg B,2,GREATER DUWAMISH,1958,1.0,1.0,74178,0,74178,RETAIL STORE,Retail Store,74178.0,,72.80000305,75.69999695,169.3,171.7,5402181.0,5617868.0,0.0,966097.375,3296324.0,21058.56055,2105856.0,134.82,1.82,False,Compliant,98108.0,47.54862,-122.32271999999999,800 S Michigan St,Seattle,WA,NC,"800 S Michigan St,Seattle,WA"
618,861,2015,NonResidential,Office,PAT STEEL BUILDING (HARBORVIEW),3,EAST,2003,1.0,5.0,275130,112980,162150,MEDICAL OFFICE,Medical Office,177748.0,69.0,59.8,59.8,187.7,187.7,10624295.0,10624295.0,0.0,3113803.0,10624737.0,0.0,0.0,74.07,0.1,No,Compliant,18379.0,47.605636600000004,-122.3214798,401 BROADWAY,SEATTLE,WA,A,"401 BROADWAY,SEATTLE,WA"
2212,861,2016,NonResidential,Office,Patricia Steele Building,3,EAST,2003,1.0,5.0,275130,112980,162150,MEDICAL OFFICE,Medical Office,177748.0,70.0,55.90000153,55.90000153,175.6,175.6,9941308.0,9941308.0,0.0,2913630.5,9941307.0,0.0,0.0,69.3,0.25,False,Compliant,98122.0,47.605636600000004,-122.32147979999999,401 Broadway,Seattle,WA,A,"401 Broadway,Seattle,WA"
619,864,2015,NonResidential,Warehouse,MINI SELF STORAGE & MAIL CENTER,5,NORTH,1987,1.0,4.0,80360,0,80360,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,80360.0,94.0,9.3,11.1,21.4,23.3,746776.0,892300.0,0.0,130884.0,446595.0,3002.0,300200.0,19.06,0.21,No,Compliant,19579.0,47.70799,-122.3018744,10809 LAKE CITY WAY NE,SEATTLE,WA,A+,"10809 LAKE CITY WAY NE,SEATTLE,WA"
2232,864,2016,NonResidential,Warehouse,08458-Lake City,5,NORTH,1987,1.0,4.0,80360,0,80360,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,80360.0,96.0,8.5,9.399999618999999,20.3,21.2,686019.1875,755287.5,0.0,128083.0,437019.0,2490.0,249000.0,16.27,0.2,False,Compliant,98125.0,47.70799,-122.30185,10821 Lake City Way Ne,Seattle,WA,A+,"10821 Lake City Way Ne,Seattle,WA"
620,866,2015,SPS-District K-12,Education,LAFAYETTE ELEMENTARY SCHOOL (SPS-DISTRICT),1,SOUTHWEST,1950,1.0,1.0,61183,0,61183,K-12 SCHOOL,K-12 School,62975.0,91.0,39.2,51.0,65.0,79.0,2467851.0,3210357.0,0.0,210273.0,717481.0,17504.0,1750400.0,97.97,1.55,Yes,Compliant,18795.0,47.5795,-122.3873108,2645 CALIFORNIA AVE SW,SEATTLE,WA,A+,"2645 CALIFORNIA AVE SW,SEATTLE,WA"
2233,866,2016,SPS-District K-12,Education,Lafayette Elementary,1,SOUTHWEST,1950,1.0,1.0,61183,0,61183,K-12 SCHOOL,K-12 School,62975.0,92.0,38.5,44.29999924,64.3,71.6,2424724.25,2789344.0,0.0,211139.0,720406.0,17043.17773,1704318.0,95.54,1.56,True,Error - Correct Default Data,98116.0,47.5795,-122.38723,2645 California Ave. S.W.,Seattle,WA,A+,"2645 California Ave. S.W.,Seattle,WA"
621,867,2015,NonResidential,Store,HARVARD MARKET CONDOMINIUM,3,EAST,1996,1.0,3.0,119190,0,119190,SUPERMARKET/GROCERY STORE,Supermarket/Grocery Store,46280.0,75.0,207.1,221.4,482.1,491.8,9586556.0,10248248.0,0.0,1717446.0,5860169.0,37266.0,3726630.0,238.77,1.79,No,Compliant,19578.0,47.61318,-122.3212131,1401 BROADWAY,SEATTLE,WA,A,"1401 BROADWAY,SEATTLE,WA"
2234,867,2016,NonResidential,Store,70500847 -- Harvard Market,3,EAST,1996,1.0,3.0,119190,0,119190,SUPERMARKET/GROCERY STORE,Supermarket/Grocery Store,46280.0,71.0,217.8000031,225.5,491.2,496.3,10077532.0,10434333.0,0.0,1703812.0,5813407.0,42641.24219,4264124.0,267.0,2.24,False,Compliant,98122.0,47.61318,-122.32122,1401 Broadway Avenue,Seattle,WA,A,"1401 Broadway Avenue,Seattle,WA"
622,868,2015,NonResidential,Other,BMW SEATTLE - SHOWROOM & OFFICE,2,GREATER DUWAMISH,2008,1.0,2.0,51856,0,51856,"AUTOMOBILE DEALERSHIP, OFFICE",Automobile Dealership,48103.0,,38.9,37.8,122.0,118.6,2014721.0,1958336.0,0.0,590481.0,2014805.0,0.0,0.0,14.05,0.1,No,Compliant,19584.0,47.59394,-122.32424164,1002 AIRPORT WAY S,SEATTLE,WA,NC,"1002 AIRPORT WAY S,SEATTLE,WA"
2235,868,2016,NonResidential,Other,(ID868) BMW SEATTLE - SHOWROOM & OFFICE,2,GREATER DUWAMISH,2008,1.0,2.0,51856,0,51856,"AUTOMOBILE DEALERSHIP, OFFICE",Automobile Dealership,48103.0,,37.40000153,37.29999924,117.4,117.2,1938613.125,1935438.625,0.0,568174.875,1938613.0,0.0,0.0,13.51,0.26,False,Compliant,98134.0,47.59394,-122.32451999999999,1002 AIRPORT WAY S,Seattle,WA,NC,"1002 AIRPORT WAY S,Seattle,WA"
623,1280,2015,NonResidential,Office,FILSON WORLD HEADQUARTERS LP,2,GREATER DUWAMISH,1921,1.0,3.0,66138,12586,53552,"MANUFACTURING/INDUSTRIAL PLANT, OFFICE, PARKING",Office,40380.0,21.0,89.2,89.2,280.0,280.0,4751090.0,4751090.0,0.0,1392465.0,4751288.0,0.0,0.0,33.12,0.19,Yes,Compliant,19584.0,47.58718,-122.3347036,1741 1ST AVE S,SEATTLE,WA,C,"1741 1ST AVE S,SEATTLE,WA"
2236,1280,2016,NonResidential,Store,Filson World Headquarters LP,2,GREATER DUWAMISH,1921,1.0,3.0,66138,12586,53552,"MANUFACTURING/INDUSTRIAL PLANT, OFFICE, PARKING, RETAIL STORE",Office,26044.0,3.0,139.8000031,139.8000031,439.0,439.0,7070998.5,7070998.5,0.0,2072390.875,7070998.0,0.0,0.0,49.29,0.75,False,Compliant,98134.0,47.58718,-122.33466999999999,1741 1st Ave S,Seattle,WA,D,"1741 1st Ave S,Seattle,WA"
2237,1281,2016,NonResidential,Office,4545 Building 751,4,NORTHEAST,1960,1.0,3.0,113944,48510,65434,OFFICE,Office,65434.0,1.0,273.2999878,273.2000122,855.2,855.2,17880184.0,17877436.0,0.0,5214438.5,17791664.0,885.1599120999999,88516.0,128.73,1.13,False,Compliant,98105.0,47.661809999999996,-122.31231000000001,4545 15th Ave NE,Seattle,WA,D,"4545 15th Ave NE,Seattle,WA"
624,19445,2015,NonResidential,Store,PACIFIC POINTE APTS/RETAIL,4,LAKE UNION,2000,1.0,3.0,93079,36093,56986,MIXED USE PROPERTY,,,94.0,28.2,28.2,88.7,88.7,1609757.0,1609757.0,0.0,471793.0,1609823.0,0.0,0.0,11.22,0.05,No,Compliant,18377.0,47.648590000000006,-122.33322785,2100 N PACIFIC ST,SEATTLE,WA,A+,"2100 N PACIFIC ST,SEATTLE,WA"
2238,19445,2016,NonResidential,Residence,Pacific Pointe,4,LAKE UNION,2000,1.0,3.0,93079,36093,56986,MULTIFAMILY HOUSING,Multifamily Housing,91064.0,32.0,21.89999962,23.0,63.1,65.1,1997181.5,2090011.625,0.0,511195.5938,1744199.0,2529.8198239999997,252982.0,25.6,0.28,False,Compliant,98103.0,47.648590000000006,-122.33311,2108 N Pacific St.,Seattle,WA,C,"2108 N Pacific St.,Seattle,WA"
625,19461,2015,NonResidential,Other,UNIVERSITY UNITARIAN CHURCH,4,NORTHEAST,1957,1.0,2.0,22220,0,22220,WORSHIP FACILITY,Worship Facility,22220.0,83.0,35.9,43.3,67.6,75.4,797435.0,962909.0,0.0,93117.0,317728.0,4797.0,479720.0,27.69,1.18,No,Compliant,18792.0,47.67738,-122.28984675,6556 35TH AVE NE,SEATTLE,WA,A+,"6556 35TH AVE NE,SEATTLE,WA"
2239,19461,2016,NonResidential,Other,University Unitarian Church,4,NORTHEAST,1957,1.0,2.0,22220,0,22220,WORSHIP FACILITY,Worship Facility,22220.0,90.0,35.0,40.09999847,56.4,61.7,778355.8125,891251.5,0.0,60978.80078,208060.0,5702.960938,570296.0,31.74,1.43,False,Compliant,98115.0,47.67738,-122.28996000000001,6556 35th AVE NE,Seattle,WA,A+,"6556 35th AVE NE,Seattle,WA"
626,19462,2015,SPS-District K-12,Education,WEDGEWOOD ELEMENTARY (SPS-DISTRICT),5,NORTHEAST,1955,1.0,1.0,46732,0,46732,K-12 SCHOOL,K-12 School,50956.0,89.0,43.1,56.7,75.5,94.3,2198064.0,2886963.0,0.0,216109.0,737395.0,14607.0,1460700.0,82.72,1.7,Yes,Compliant,18792.0,47.690540000000006,-122.29834714,2720 NE 85TH ST,SEATTLE,WA,A+,"2720 NE 85TH ST,SEATTLE,WA"
2240,19462,2016,SPS-District K-12,Education,Wedgwood Elementary,5,NORTHEAST,1955,1.0,1.0,46732,0,46732,K-12 SCHOOL,K-12 School,50956.0,87.0,45.79999924,51.79999924,79.0,87.3,2331952.75,2637723.5,0.0,220895.0938,753694.0,15782.58594,1578259.0,89.08,1.91,True,Error - Correct Default Data,98115.0,47.690540000000006,-122.29705,2720 N.E. 85th St.,Seattle,WA,A+,"2720 N.E. 85th St.,Seattle,WA"
627,19472,2015,NonResidential,Store,PUGET SOUND ENERGY GEORGETOWN OPER CTR,2,GREATER DUWAMISH,1962,1.0,1.0,44700,0,44700,"NON-REFRIGERATED WAREHOUSE, OFFICE, OTHER",Office,23751.0,,43.1,44.0,120.3,123.0,2065156.0,2107229.0,0.0,503290.0,1717298.0,3479.0,347930.0,30.45,0.52,No,Compliant,18388.0,47.54437,-122.30873835,6500 URSULA PL S,SEATTLE,WA,NC,"6500 URSULA PL S,SEATTLE,WA"
2241,19472,2016,NonResidential,Store,Puget Sound Energy Georgetown Operations Center,2,GREATER DUWAMISH,1962,1.0,1.0,44700,0,44700,"NON-REFRIGERATED WAREHOUSE, OFFICE, OTHER",Office,23751.0,,42.70000076,45.40000153,118.6,122.9,2042771.0,2173092.25,0.0,495302.4063,1689972.0,3527.98999,352799.0,30.52,0.68,False,Compliant,98108.0,47.54437,-122.30863000000001,6500 Ursula Place South,Seattle,WA,NC,"6500 Ursula Place South,Seattle,WA"
628,19477,2015,NonResidential,Warehouse,GLACIER MARINE SERVICES,2,GREATER DUWAMISH,1976,1.0,1.0,44100,0,44100,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,40000.0,1.0,42.4,48.3,133.1,151.6,1696009.0,1930914.0,0.0,497072.0,1696079.0,0.0,0.0,11.82,0.1,No,Compliant,18388.0,47.54137,-122.32884313,6701 FOX AVE S,SEATTLE,WA,D,"6701 FOX AVE S,SEATTLE,WA"
2242,19477,2016,NonResidential,Warehouse,SeaTac Marine Services,2,GREATER DUWAMISH,1976,1.0,1.0,44100,0,44100,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,40000.0,1.0,40.5,42.29999924,127.1,132.8,1618916.375,1692054.125,0.0,474477.1875,1618916.0,0.0,0.0,11.29,0.26,False,Compliant,98108.0,47.54137,-122.33051,6701 Fox Ave S,Seattle,WA,D,"6701 Fox Ave S,Seattle,WA"
629,19481,2015,NonResidential,Warehouse,SHULTZ DISTRIBUTING,2,GREATER DUWAMISH,1965,1.0,1.0,27800,0,27800,DISTRIBUTION CENTER,Distribution Center,27800.0,10.0,47.1,54.3,117.5,129.0,1310481.0,1509350.0,0.0,265134.0,904675.0,4058.0,405843.0,27.86,0.86,No,Compliant,18388.0,47.541129999999995,-122.32786627,6801 E MARGINAL WAY S,SEATTLE,WA,D,"6801 E MARGINAL WAY S,SEATTLE,WA"
2243,19481,2016,NonResidential,Warehouse,Shultz Distribution,2,GREATER DUWAMISH,1965,1.0,1.0,27800,0,27800,DISTRIBUTION CENTER,Distribution Center,27800.0,13.0,44.0,48.09999847,112.4,120.0,1224186.25,1337789.75,0.0,258090.5938,880605.0,3435.809814,343581.0,24.39,0.88,False,Compliant,98108.0,47.541129999999995,-122.32633,6801 EAST MARGINAL WAY S,Seattle,WA,D,"6801 EAST MARGINAL WAY S,Seattle,WA"
630,19489,2015,NonResidential,Warehouse,SEADRUNAR PROPERTIES,2,GREATER DUWAMISH,2001,1.0,1.0,46340,0,46340,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,46340.0,3.0,52.6,52.6,165.2,165.2,2438430.0,2438430.0,0.0,714663.0,2438531.0,0.0,0.0,17.0,0.14,No,Compliant,19584.0,47.554359999999996,-122.33647399,28 S BRANDON ST,SEATTLE,WA,D,"28 S BRANDON ST,SEATTLE,WA"
2244,19489,2016,NonResidential,Warehouse,Seadrunar Recycling,2,GREATER DUWAMISH,2001,1.0,1.0,46340,0,46340,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,46340.0,3.0,55.29999924,55.29999924,173.7,173.7,2564004.0,2564004.0,0.0,751466.5,2564004.0,0.0,0.0,17.87,0.39,False,Compliant,98134.0,47.554359999999996,-122.33631000000001,28 S Brandon St,Seattle,WA,D,"28 S Brandon St,Seattle,WA"
631,19491,2015,Campus,Other,PACIFIC MULTIFORMS INC - CAMPUS,2,GREATER DUWAMISH,1994,1.0,1.0,22800,0,22800,MANUFACTURING/INDUSTRIAL PLANT,Manufacturing/Industrial Plant,22800.0,,85.6,102.1,111.4,128.8,1951448.0,2328874.0,0.0,68997.0,235427.0,17160.0,1716031.0,92.78,4.02,No,Compliant,18388.0,47.541340000000005,-122.30645766,6606 URSULA PL S,SEATTLE,WA,NC,"6606 URSULA PL S,SEATTLE,WA"
2245,19491,2016,Campus,Other,Pacific Multiforms Inc- Campus,2,GREATER DUWAMISH,1994,3.0,1.0,22800,0,22800,MANUFACTURING/INDUSTRIAL PLANT,Manufacturing/Industrial Plant,22800.0,,97.5,116.6999969,135.2,155.3,2222097.5,2660376.75,0.0,104929.7969,358020.0,18640.76953,1864077.0,101.5,4.45,False,Compliant,98155.0,47.541340000000005,-122.30528999999999,6606 Urusla Pl. South,Seattle,WA,NC,"6606 Urusla Pl. South,Seattle,WA"
632,19501,2015,NonResidential,Office,RLI BUILDING,3,CENTRAL,1910,1.0,3.0,38460,0,38460,OFFICE,Office,38460.0,74.0,48.3,53.1,124.0,128.0,1857387.0,2043385.0,0.0,395258.0,1348677.0,5088.0,508766.0,36.42,0.8,No,Compliant,19578.0,47.60191,-122.31456094,1310 E YESLER WAY,SEATTLE,WA,A,"1310 E YESLER WAY,SEATTLE,WA"
2246,19501,2016,NonResidential,Office,RLIBuilding,3,CENTRAL,1910,1.0,3.0,38460,0,38460,OFFICE,Office,38460.0,69.0,50.70000076,53.70000076,132.8,136.0,1950713.25,2064345.875,0.0,429269.9063,1464669.0,4860.44043,486044.0,36.02,0.94,False,Compliant,98122.0,47.60191,-122.31438,105 14TH AVENUE,Seattle,WA,A,"105 14TH AVENUE,Seattle,WA"
633,19520,2015,NonResidential,Other,WOODLAND PARK METHODIST CHURCH,6,NORTHWEST,1922,1.0,2.0,21022,0,21022,WORSHIP FACILITY,Worship Facility,21022.0,81.0,32.5,41.2,41.6,51.1,684155.0,866612.0,0.0,22039.0,75200.0,6090.0,608959.0,32.87,1.55,No,Compliant,18377.0,47.685759999999995,-122.35432084,310 N 78TH ST,SEATTLE,WA,A+,"310 N 78TH ST,SEATTLE,WA"
2247,19520,2016,NonResidential,Other,Woodland Park Methodist Church,6,NORTHWEST,1922,1.0,2.0,21022,0,21022,WORSHIP FACILITY,Worship Facility,21022.0,54.0,45.0,51.29999924,60.9,67.6,945245.625,1078904.0,0.0,40416.89844,137902.0,8073.429687999999,807343.0,43.84,2.09,False,Compliant,98103.0,47.685759999999995,-122.35481000000001,302 N. 78TH ST,Seattle,WA,B,"302 N. 78TH ST,Seattle,WA"
634,19537,2015,SPS-District K-12,Education,ALKI ELEMENTARY SCHOOL & COMMUNITY CENTER (SPS-DISTRICT),1,SOUTHWEST,1954,1.0,2.0,51489,0,51489,K-12 SCHOOL,K-12 School,51489.0,94.0,37.1,46.5,68.4,78.2,1909346.0,2394561.0,0.0,212401.0,724742.0,11846.0,1184634.0,67.97,1.26,Yes,Compliant,18795.0,47.5773,-122.40684428,5817 SW STEVENS ST,SEATTLE,WA,A+,"5817 SW STEVENS ST,SEATTLE,WA"
2248,19537,2016,SPS-District K-12,Education,Alki Elementary,1,SOUTHWEST,1954,1.0,2.0,51489,0,51489,K-12 SCHOOL,K-12 School,51489.0,93.0,38.5,43.59999847,70.9,77.5,1984067.625,2244011.75,0.0,219894.9063,750281.0,12337.8623,1233786.0,70.76,1.37,True,Error - Correct Default Data,98116.0,47.5773,-122.4074,3010 59th Ave S.W.,Seattle,WA,A+,"3010 59th Ave S.W.,Seattle,WA"
635,19559,2015,NonResidential,Warehouse,"NOBLE, LTD.,   WORLD HEADQUARTERS",2,GREATER DUWAMISH,1967,1.0,1.0,48001,0,48001,DISTRIBUTION CENTER,Distribution Center,48001.0,37.0,51.7,68.2,83.3,100.6,2483320.0,3275027.0,0.0,194746.0,664500.0,18188.0,1818848.0,101.23,2.05,No,Compliant,18800.0,47.51127,-122.28074341,9860 40TH AVE S,SEATTLE,WA,C,"9860 40TH AVE S,SEATTLE,WA"
2249,19559,2016,NonResidential,Warehouse,Noble Building,2,GREATER DUWAMISH,1967,1.0,1.0,48001,0,48001,DISTRIBUTION CENTER,Distribution Center,48001.0,49.0,44.70000076,52.0,72.7,80.4,2143650.75,2495909.5,0.0,173968.2031,593580.0,15500.71191,1550071.0,86.46,1.8,False,Compliant,98118.0,47.51127,-122.281,9860 40th Ave S,Seattle,WA,B,"9860 40th Ave S,Seattle,WA"
636,19565,2015,NonResidential,Warehouse,NELSON TRUCKING,2,GREATER DUWAMISH,1979,1.0,1.0,26380,0,26380,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,23620.0,,26.0,26.8,65.6,68.2,686055.0,707373.0,0.0,141733.0,483613.0,2025.0,202462.0,14.12,0.46,No,Compliant,18800.0,47.51399,-122.27934357,9747 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,NC,"9747 MARTIN LUTHER KING JR WAY S,SEATTLE,WA"
2250,19565,2016,NonResidential,Warehouse,(ID19565) Nelson Trucking,2,GREATER DUWAMISH,1979,1.0,1.0,26380,0,26380,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,23620.0,,19.29999924,20.0,60.5,62.7,509124.0,526955.3125,0.0,149008.2031,508416.0,7.080909729,708.0,3.58,0.14,False,Compliant,98118.0,47.51399,-122.27946000000001,9747 M L KING JR WAY S,Seattle,WA,NC,"9747 M L KING JR WAY S,Seattle,WA"
637,19570,2015,NonResidential,Warehouse,PAPE' MATERIAL HANDLING,2,GREATER DUWAMISH,1969,1.0,1.0,37351,0,37351,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,29551.0,8.0,63.0,75.7,136.5,149.9,2465266.0,2962459.0,0.0,386011.0,1317122.0,11482.0,1148198.0,70.16,1.73,No,Compliant,18800.0,47.51018,-122.28119226,9892 40TH AVE S,SEATTLE,WA,D,"9892 40TH AVE S,SEATTLE,WA"
2251,19570,2016,NonResidential,Warehouse,pape' Material Handling Seattle,2,GREATER DUWAMISH,1969,1.0,1.0,37351,0,37351,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,29551.0,10.0,65.40000153,72.40000153,136.9,144.2,2559461.75,2832228.5,0.0,374109.5,1276462.0,12829.999020000001,1283000.0,77.04,2.06,False,Compliant,98118.0,47.51018,-122.28192,9892 40th Ave S,Seattle,WA,D,"9892 40th Ave S,Seattle,WA"
638,19572,2015,NonResidential,Warehouse,WALL & CEILING SUPPLY CO,2,GREATER DUWAMISH,1981,1.0,1.0,30375,0,30375,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,30598.0,74.0,11.1,11.7,34.7,36.8,338141.0,358937.0,0.0,99103.0,338154.0,0.0,0.0,2.36,0.03,No,Compliant,18800.0,47.51127,-122.28071926,9840 40TH AVE S,SEATTLE,WA,A,"9840 40TH AVE S,SEATTLE,WA"
2252,19572,2016,NonResidential,Warehouse,WALL & CEILING SUPPLY CO INC,2,GREATER DUWAMISH,1981,1.0,1.0,30375,0,30375,NON-REFRIGERATED WAREHOUSE,Non-Refrigerated Warehouse,30375.0,73.0,11.39999962,11.39999962,35.8,35.8,345866.6875,345866.6875,0.0,101367.7031,345867.0,0.0,0.0,2.41,0.08,False,Compliant,98118.0,47.51127,-122.281,9830 - 40TH AVE S,Seattle,WA,A,"9830 - 40TH AVE S,Seattle,WA"
639,19576,2015,NonResidential,Warehouse,PAPE' MATERIAL HANDLING,2,GREATER DUWAMISH,1979,1.0,1.0,30004,0,30004,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,24280.0,,15.5,15.5,48.5,48.5,451738.0,451738.0,0.0,132397.0,451757.0,0.0,0.0,3.15,0.04,No,Compliant,18800.0,47.51104,-122.28276297,9883 40TH AVE S,SEATTLE,WA,NC,"9883 40TH AVE S,SEATTLE,WA"
2253,19576,2016,NonResidential,Warehouse,Engineered Products,2,GREATER DUWAMISH,1979,1.0,1.0,30004,0,30004,"NON-REFRIGERATED WAREHOUSE, OFFICE",Non-Refrigerated Warehouse,24280.0,,12.60000038,12.60000038,39.7,39.7,369291.5,369291.5,0.0,108233.1016,369291.0,0.0,0.0,2.57,0.09,False,Compliant,98118.0,47.51104,-122.28245,9883 40th Avenue S,Seattle,WA,NC,"9883 40th Avenue S,Seattle,WA"
640,19584,2015,NonResidential,Other,SAND POINT COUNTRY CLUB,4,NORTHEAST,1928,1.0,3.0,39971,0,39971,"OFFICE, OTHER, RETAIL STORE, SWIMMING POOL",Other,36185.0,,257.8,271.6,460.0,464.8,10303305.0,10855626.0,0.0,1061099.0,3620620.0,66828.0,6682834.0,380.17,9.12,No,Compliant,18792.0,47.68541,-122.26969106,8333 55TH AVE NE,SEATTLE,WA,NC,"8333 55TH AVE NE,SEATTLE,WA"
2254,19584,2016,NonResidential,Other,Sand Point Country Club,4,NORTHEAST,1928,1.0,3.0,39971,0,39971,"OFFICE, OTHER, RETAIL STORE, SWIMMING POOL",Other,36185.0,,274.2000122,283.10000610000003,476.1,484.2,10960107.0,11316338.0,0.0,1054630.0,3598398.0,73617.08594,7361709.0,416.07,10.41,False,Compliant,98115.0,47.68541,-122.27096999999999,8333 55th ave ne,Seattle,WA,NC,"8333 55th ave ne,Seattle,WA"
641,19596,2015,NonResidential,Other,BALLARD FREE METHODIST CHURCH,6,BALLARD,1914,1.0,2.0,33589,0,33589,WORSHIP FACILITY,Worship Facility,33589.0,95.0,13.1,17.5,21.3,26.0,440658.0,588117.0,0.0,35657.0,121667.0,3190.0,318996.0,17.79,0.51,Yes,Compliant,18798.0,47.68164,-122.37493866,1460 NW 73RD ST,SEATTLE,WA,A+,"1460 NW 73RD ST,SEATTLE,WA"
2255,19596,2016,NonResidential,Other,BALLARD CHURCH (ID19596),6,BALLARD,1914,1.0,2.0,33589,0,33589,WORSHIP FACILITY,Worship Facility,33589.0,90.0,15.19999981,18.10000038,22.9,25.9,509836.1875,606874.5,0.0,32715.80078,111626.0,3982.099854,398210.0,21.93,0.65,False,Compliant,98117.0,47.68164,-122.3753,1460 NW 73RD ST,Seattle,WA,A+,"1460 NW 73RD ST,Seattle,WA"
642,19613,2015,NonResidential,Office,SALMON BAY CENTER 5303,6,BALLARD,1979,1.0,3.0,43500,0,43500,OFFICE,Office,43495.0,43.0,76.0,76.0,238.5,238.5,3303989.0,3303989.0,0.0,968344.0,3304126.0,0.0,0.0,23.03,0.2,No,Compliant,18386.0,47.66587,-122.38549485,5303 SHILSHOLE AVE NW,SEATTLE,WA,B,"5303 SHILSHOLE AVE NW,SEATTLE,WA"
2256,19613,2016,NonResidential,Office,SBC19613,6,BALLARD,1979,1.0,3.0,43500,0,43500,OFFICE,Office,43495.0,46.0,74.0,74.0,232.3,232.3,3220635.25,3220635.25,0.0,942671.6875,3216396.0,42.38998795,4239.0,22.65,0.52,False,Compliant,98107.0,47.66587,-122.38476000000001,5303 Shilshole Ave NW,Seattle,WA,B,"5303 Shilshole Ave NW,Seattle,WA"
643,19621,2015,NonResidential,Office,BALLARD ELKS,6,BALLARD,1978,1.0,2.0,28492,0,28492,OFFICE,Office,28492.0,9.0,72.1,72.1,182.6,182.6,2055622.0,2055622.0,0.0,426835.0,1456421.0,5993.0,599262.0,41.98,1.25,No,Compliant,18386.0,47.67528,-122.40842537,6411 SEAVIEW AVE NW,SEATTLE,WA,D,"6411 SEAVIEW AVE NW,SEATTLE,WA"
2257,19621,2016,NonResidential,Office,(ID19621) BALLARD ELKS,6,BALLARD,1978,1.0,2.0,28492,0,28492,OFFICE,Office,28492.0,12.0,66.59999847,70.19999695,169.9,173.8,1896298.875,2000228.875,0.0,399753.0,1363957.0,5323.416504,532342.0,37.78,1.33,False,Compliant,98107.0,47.67528,-122.40836000000002,6411 SEAVIEW AVE NW,Seattle,WA,D,"6411 SEAVIEW AVE NW,Seattle,WA"
644,19623,2015,NonResidential,Office,SHILSHOLE LANDING,6,BALLARD,1963,1.0,3.0,22325,0,22325,"MEDICAL OFFICE, OFFICE, OTHER, OTHER - SERVICES, PARKING, RETAIL STORE",Office,18000.0,,60.8,60.8,190.9,190.9,1357116.0,1357116.0,0.0,397748.0,1357172.0,0.0,0.0,9.46,0.16,No,Compliant,18386.0,47.6744,-122.40777514,6315 SEAVIEW AVE NW,SEATTLE,WA,NC,"6315 SEAVIEW AVE NW,SEATTLE,WA"
2258,19623,2016,NonResidential,Office,Shilshole Landing,6,BALLARD,1963,1.0,3.0,22325,0,22325,"MEDICAL OFFICE, OFFICE, OTHER, OTHER - SERVICES, PARKING, RETAIL STORE",Office,18000.0,,62.79999924,62.79999924,197.1,197.1,1401315.875,1401315.875,0.0,410702.0938,1401316.0,0.0,0.0,9.77,0.44,False,Compliant,98107.0,47.6744,-122.40735,6315 Seaview Ave NW,Seattle,WA,NC,"6315 Seaview Ave NW,Seattle,WA"
